,ID,Link,Title,Price,Miles,Score,Motor,Drive_Type,Transmission,Color,Prior_Use,PreOwner_Amount,Features
431,432,https://www.carmax.com//car/22854061,2021 Tesla Model S Plaid,"$93,998",10K,8,Electric,All Wheel Drive,Automatic,Gray/Black,None,1,"['20 Inch Plus Wheels', 'Air Conditioning', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Rear Seat Heaters', 'Satellite Radio Ready', 'Automatic Highbeams', 'Bluetooth Technology', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
432,433,https://www.carmax.com//car/24002758,2019 Audi e-tron Premium Plus,"$42,998",20K,P,Electric,All Wheel Drive,Automatic,White/Brown,Leased vehicle,2 ,"['A/C Seat(s)', 'Cruise Control', 'Driver Assistance Package', 'Air Conditioning', 'Front Seat Heaters', 'Leather Seats', 'Memory Seat(s)', 'Panoramic Sunroof', 'Seat Massagers', 'Bang & Olufsen Audio', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Rear Sunshade', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Adjustable Suspension', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Traction Control', '4WD/AWD', 'Automatic Transmission', 'Lane Departure Warning', 'Blind Spot Monitor', 'Apple CarPlay', 'Parking Sensors', 'Blind Spot Monitor', 'Android Auto', 'Apple CarPlay', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
433,434,https://www.carmax.com//car/23750393,2018 Nissan Leaf SV,"$18,998",60K,9,Electric,Front Wheel Drive,Automatic,Silver/Cream,"Fleet, Leased vehicle",3 ,"['Heated Steering Wheel', 'Power Seat(s)', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Leather Seats', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Automatic Highbeams', 'Bluetooth Technology', 'Navigation System', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Rear Defroster', 'Traction Control', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Apple CarPlay', 'Lane Departure Warning', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Lane Departure Warning', 'Apple CarPlay', 'Cross-Traffic Alert', 'Parking Sensors']"
434,435,https://www.carmax.com//car/24240208,2023 Tesla Model Y Long Range,Price unavailable,1K,A,Electric,All Wheel Drive,Automatic,White/Black,None,1,"['Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning']"
435,436,https://www.carmax.com//car/23326376,2019 Jaguar I-Pace SE,Price unavailable,44K,8,Electric,All Wheel Drive,Automatic,Black/Brown,None,2 ,"['Lane Departure Warning', 'Blind Spot Monitor', 'Automated Cruise Control', 'Apple CarPlay', 'Parking Sensors']"
436,437,https://www.carmax.com//car/23577365,2022 Kia EV6 Wind,"$45,998",8K,8,Electric,All Wheel Drive,Automatic,White/Black,None,1,"['A/C Seat(s)', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Meridian Audio', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Automated Parking', 'Automatic Highbeams', 'Bluetooth Technology', 'Navigation System', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Traction Control', '4WD/AWD', 'Automatic Transmission', 'Apple CarPlay', 'Lane Departure Warning', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Android Auto', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
437,438,https://www.carmax.com//car/24218426,2021 Audi e-tron Premium Plus,"$45,998",37K,P,Electric,All Wheel Drive,Automatic,White/Black,None,1,"['Heated Steering Wheel', 'Tow Hitch', 'A/C Seat(s)', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leather Seats', 'Memory Seat(s)', 'Panoramic Sunroof', 'Rear Air Conditioning', 'Bang & Olufsen Audio', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Adjustable Suspension', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Traction Control', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Apple CarPlay', 'Lane Departure Warning', 'Blind Spot Monitor', 'Parking Sensors', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning']"
438,439,https://www.carmax.com//car/23375837,2020 Tesla Model Y Long Range,"$45,998",48K,A,Electric,All Wheel Drive,Automatic,White/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'Automated Parking', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
439,440,https://www.carmax.com//car/23933748,2023 Hyundai Ioniq 5 SE,"$44,998",3K,4,Electric,Rear Wheel Drive,Automatic,Black/Gray,Leased vehicle,1,"['Air Conditioning', 'Cloth Seats', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Automatic Highbeams', 'Bluetooth Technology', 'Navigation System', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Rear Defroster', 'Traction Control', 'Automated Cruise Control', 'Apple CarPlay', 'Blind Spot Monitor', 'Lane Departure Warning', 'Android Auto', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning']"
440,441,https://www.carmax.com//car/24227293,2021 Tesla Model Y Long Range,"$49,998",27K,A,Electric,All Wheel Drive,Automatic,White/Black,None,1,"['Premium Package', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
441,442,https://www.carmax.com//car/23563189,2022 Hyundai Ioniq 5 Limited,Price unavailable,8K,1,Electric,All Wheel Drive,Automatic,Black/White,None,1,"['Apple CarPlay', 'Lane Departure Warning', 'Automated Cruise Control', 'Parking Sensors']"
442,443,https://www.carmax.com//car/24035098,2020 Hyundai Ioniq Electric SE,"$24,998",49K,5,Electric,Front Wheel Drive,Automatic,Black/Gray,Leased vehicle,1,"['Air Conditioning', 'Cloth Seats', 'Front Seat Heaters', 'AM/FM Stereo', 'Auxiliary Audio Input', 'CD Audio', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Automatic Highbeams', 'Bluetooth Technology', 'Cruise Control', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Rear Defroster', 'Traction Control', 'Automatic Transmission', 'Apple CarPlay', 'Blind Spot Monitor', 'Lane Departure Warning', 'Android Auto', 'Apple CarPlay', 'Blind Spot Monitor', 'Lane Departure Warning']"
443,444,https://www.carmax.com//car/24289972,2023 Tesla Model 3 ,"$42,998",4K,7,Electric,Rear Wheel Drive,Automatic,Silver/White,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Automatic Highbeams', 'Bluetooth Technology', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
444,445,https://www.carmax.com//car/23986212,2022 Ford F150 Lightning XLT,"$69,998",6K,8,Electric,All Wheel Drive,Automatic,Blue/Gray,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Sync System', 'Automatic Highbeams', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', '20 Inch Plus Wheels', 'ABS Brakes', 'Alloy Wheels', 'Bed Liner', 'Daytime Running Lights', 'Rear Defroster', 'Running Boards', 'Tow Hitch', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Apple CarPlay', 'Parking Sensors', 'Lane Departure Warning', 'Blind Spot Monitor', 'Android Auto', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Lane Departure Warning', 'Parking Sensors']"
445,446,https://www.carmax.com//car/23360081,2019 Audi e-tron Prestige,"$49,998",30K,9,Electric,All Wheel Drive,Automatic,Black/Tan,Leased vehicle,1,"['A/C Seat(s)', 'Head Up Display', 'Rear Seat Heaters', 'Cold Weather Package', 'Driver Assistance Package', 'Air Conditioning', 'Front Seat Heaters', 'Leather Seats', 'Memory Seat(s)', 'Panoramic Sunroof', 'Seat Massagers', 'Bang & Olufsen Audio', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Rear Sunshade', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Traction Control', '4WD/AWD', 'Automatic Transmission', 'Apple CarPlay', 'Blind Spot Monitor', 'Automated Cruise Control', 'Parking Sensors', 'Automated Cruise Control', 'Android Auto', 'Apple CarPlay', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
446,447,https://www.carmax.com//car/23851330,2022 Kia EV6 GT-Line,"$46,998",10K,7,Electric,Rear Wheel Drive,Automatic,Black/White,None,1,"['A/C Seat(s)', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Memory Seat(s)', 'Sunroof(s)', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Meridian Audio', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Automated Parking', 'Automatic Highbeams', 'Bluetooth Technology', 'Head Up Display', 'Navigation System', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Rear Spoiler', 'Traction Control', 'Automatic Transmission', 'Apple CarPlay', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Lane Departure Warning', 'Android Auto', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
447,448,https://www.carmax.com//car/23022675,2021 Ford Mustang Mach-E SELECT,"$45,998",22K,8,Electric,All Wheel Drive,Automatic,Black/Black,"Leased vehicle, Prior theft history, Prior theft history",1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'AM/FM Stereo', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Sync System', 'Automatic Highbeams', 'Bluetooth Technology', 'Navigation System', 'Rain Sensing Wipers', 'Rear View Camera', 'Remote Start', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Traction Control', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Apple CarPlay', 'Lane Departure Warning', 'Android Auto', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
448,449,https://www.carmax.com//car/22505916,2019 Jaguar I-Pace First Edition,"$50,998",14K,9,Electric,All Wheel Drive,Automatic,Black/Black,Leased vehicle,1,"['Head Up Display', 'Heated Steering Wheel', 'A/C Seat(s)', 'Air Conditioning', 'Front Seat Heaters', 'Leather Seats', 'Memory Seat(s)', 'Rear Air Conditioning', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Meridian Audio', 'SiriusXM Trial Available', 'Automated Parking', 'Bluetooth Technology', 'Navigation System', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Lane Departure Warning', 'Automated Cruise Control', 'Parking Sensors', 'Automated Cruise Control', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
449,450,https://www.carmax.com//car/24098225,2020 Jaguar I-Pace HSE,Price unavailable,13K,A,Electric,All Wheel Drive,Automatic,Gray/Tan,Leased vehicle,1,"['Apple CarPlay', 'Lane Departure Warning', 'Automated Cruise Control', 'Parking Sensors']"
450,451,https://www.carmax.com//car/24032741,2019 Jaguar I-Pace HSE,"$43,998",40K,A,Electric,All Wheel Drive,Automatic,White/Red,None,2 ,"['Air Conditioning', 'Head Up Display', 'Heated Steering Wheel', 'Rear Air Conditioning', 'Climate Package', 'A/C Seat(s)', 'Front Seat Heaters', 'Leather Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Auxiliary Audio Input', 'Meridian Audio', 'SiriusXM Trial Available', 'Bluetooth Technology', 'Navigation System', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Lane Departure Warning', 'Blind Spot Monitor', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
451,452,https://www.carmax.com//car/22465652,2019 Tesla Model X 100D,"$71,998",32K,9,Electric,All Wheel Drive,Automatic,Red/Black,None,2 ,"['Air Conditioning', 'Automated Parking', 'Fold-Away Third Row', 'Leather Seats', 'Rear Air Conditioning', 'Third Row Seat', 'Tow Hitch', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Memory Seat(s)', 'Satellite Radio Ready', 'Bluetooth Technology', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Quad Seats', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Adjustable Suspension', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Lane Departure Warning', 'Blind Spot Monitor', 'Automated Cruise Control', 'Parking Sensors', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
452,453,https://www.carmax.com//car/23645422,2019 Hyundai Ioniq Electric Limited,"$23,998",22K,9,Electric,Front Wheel Drive,Automatic,Black/Black,Leased vehicle,2 ,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leather Seats', 'Memory Seat(s)', 'Sunroof(s)', 'AM/FM Stereo', 'Auxiliary Audio Input', 'CD Audio', 'Infinity Sound System', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Automatic Highbeams', 'Bluetooth Technology', 'Navigation System', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Rear Defroster', 'Traction Control', 'Automatic Transmission', 'Automated Cruise Control', 'Apple CarPlay', 'Blind Spot Monitor', 'Lane Departure Warning', 'Android Auto', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning']"
453,454,https://www.carmax.com//car/24204085,2022 Audi e-tron Premium,"$56,998",15K,8,Electric,All Wheel Drive,Automatic,Silver/Black,Leased vehicle,1,"['Air Conditioning', 'Cruise Control', 'Rear Air Conditioning', 'Satellite Radio Ready', 'Tow Hitch', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leather Seats', 'Memory Seat(s)', 'Panoramic Sunroof', 'SiriusXM Trial Available', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Adjustable Suspension', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Traction Control', '4WD/AWD', 'Automatic Transmission', 'Lane Departure Warning', 'Blind Spot Monitor', 'Parking Sensors', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
454,455,https://www.carmax.com//car/23743779,2021 Volkswagen ID.4 EV Pro,"$35,998",15K,6,Electric,All Wheel Drive,Automatic,White/Black,Leased vehicle,3 ,"['Satellite Radio Ready', 'Air Conditioning', 'Cloth Seats', 'Front Seat Heaters', 'Heated Steering Wheel', 'Automatic Highbeams', 'Bluetooth Technology', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Apple CarPlay', 'Parking Sensors', 'Blind Spot Monitor', 'Android Auto', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
